album,image,lyrics,title,year,peak
Unreleased ,https://images.genius.com/275cf721fa35e4cf0c56c55aff7db28b.350x350x1.png,"As of now, no lyrics are available since the song hasn't come out - if Ariana releases it, check back for the lyrics!",You,,
My Everything,https://images.genius.com/ba74d62b3e42d565e4ce87bd4f56483b.1000x1000x1.jpg,"[Verse 1]
Center of attention once again
They don't understand
They don't understand, no
Then they try to tell me who I am
But they don't understand
They don't understand, no

[Pre-Chorus]
You want a perfect picture to believe in?
Then you can't be looking for me then

[Chorus]
I don't need to live by your rules (you don't control me)
Until you've walked a mile in my shoes (you don't know me)
And I know, I know, I know you don't like it
You don't, you don't, you don't know where I've been
It's my life, so truth be told
I see you thinking but there's just one thing dear
You think you know, but you don't have no idea
Think you know me, but there's more to see, my love

[Verse 2]
The same arguments time and time again
And you watch them all happen
But they don't understand, no
Thinking you're the reason that it ends
And he won't be back again
But they don't understand, no

[Pre-Chorus]
You want a perfect picture to believe in?
Then you can't be looking for me then

[Chorus]
I don't need to live by your rules (you don't control me)
Until you've walked a mile in my shoes (you don't know me)
And I know, I know, I know you don't like it
You don't, you don't, you don't know where I've been
It's my life, so truth be told
You don't know me

[Bridge]
The girl you see in photographs is only a part of the one I am
Don't judge me
'Cause that's not reality
And all I can be is in love with who I'm becoming

[Breakdown]
Think you know me, but there's more to see, my love
You think you know, but you don't have no idea

[Chorus]
I don't need to live by your rules (you don't control me)
Until you've walked a mile in my shoes (you don't know me)
And I know, I know, I know you don't like it
You don't, you don't, you don't know where I've been
It's my life, so truth be told
I see you thinking, you don't know me
I don't need to live by your rules (you don't control me)
Until you've walked a mile in my shoes (you don't know me)
And I know, I know, I know you don't like it
You don't, you don't, you don't know where I've been
It's my life, so truth be told
I see you thinking, but there is just one thing my dear
You think you know, but you don't have no idea
Think you know me, but there's more to see, my love

[Outro]
My love",You Don't Know Me,8/22/2014,
Unreleased ,https://images.genius.com/275cf721fa35e4cf0c56c55aff7db28b.350x350x1.png,"          
            Lyrics for this song have yet to be released. Please check back once the song has been released.
          
        ",Your Lies,,
"thank u, next",https://images.genius.com/ec2bf95bcb40e436cf8ca6c358afaf44.1000x1000x1.jpg,"[Verse 1]
I've been outta sight
I've been worried 'bout you lately
Runnin' outta time
Wishin' you would come and save me

[Pre-Chorus]
'Cause I don't wanna roll with it (Yeah, yeah)
Tryna get control of it (Yeah, yeah)
Why can't I let go of it? (Yeah, yeah, mmm)
Gotta find somebody quickly (Mmm, yeah)

[Chorus]
I got a bad idea
How 'bout we take a little bit of time away?
I got a bad idea
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
I got a bad idea (Uh-huh)
Yeah, I'ma call you over here to numb the pain (Ari-Chan)
I got a bad idea (Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me

[Verse 2]
Yeah, I know we shouldn't, baby, but we will (You know we will)
Need somebody, gimme something I can feel (Yeah)
But, boy, don't trip (Don't trip), you know this isn't real
You should know I'm temporary

[Pre-Chorus]
'Cause I don't wanna roll with it (Yeah, yeah)
Tryna get control of it (Yeah, yeah)
Why can't I let go of it? (Yeah, yeah, mmm)
Gotta find somebody quickly, yeah

[Chorus]
I got a bad idea
How 'bout we take a little bit of time away?
I got a bad idea
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
I got a bad idea (Uh-huh)
Yeah, I'ma call you over here to numb the pain (Ari-Chan)
I got a bad idea (Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me

[Bridge]
Gotta get control of it
Why can't I let go of it? (Ooh)
Wishin' you would come and save me
Yeah, yeah-yeah, yeah, yeah

[Chorus]
I got a bad idea (Uh-huh)
How 'bout we take a little bit of time away? (Ari-Chan)
I got a bad idea (Oh yeah, yeah, uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
I got a bad idea (A bad idea, uh-huh)
Yeah, I'ma call you over here to numb the pain (Ari-Chan)
I got a bad idea (A bad idea, uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
Yeah (Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
(Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me

[Outro]
I got a bad idea
How 'bout we take a little bit of time away?
I got a bad idea
Forget about it, yeah, forget about him, yeah
Forget about me",​bad idea,2/8/2019,27
Sweetener,https://images.genius.com/49f67bea2f0a72f8a8448c28b4964667.1000x1000x1.jpg,"[Verse 1]
You keep me in your orbit
Well, I know I'm a hard one to please
Give it too much importance
My love'll have you fall to your knees
I tell 'em this too often
Know better than to bark up my tree
Just for me to fall and leave
Nah, I'd rather just watch you smoke and drink, yeah

[Pre-Chorus]
Steering clear of any headaches to start
And if we're being honest
I'd rather your body than half of your heart
Or jealous-ridden comments
That come when you let in them feelings that I don't want
I never let 'em know too much
Hate gettin' too emotional, oh, yeah

[Chorus]
I'm better off without him
I'm better off being a wild one
On the road a lot, had to keep it a thousand
So that I'm better off not being around ya

[Verse 2]
Go on and face it, I'll never be ready for you, ready for you
I swear my love is a curse, make you head over shoes, head over shoes
Let's put them topics to bed and go fuck on the roof, just to say that we did it
You keep insisting I listen to your proposition
I dismiss 'em all, no offense, yeah

[Pre-Chorus]
Steering clear of any headaches to start
And if we're being honest
I'd rather your body than half of your heart
Or jealous-ridden comments
That come when you let in them feelings that I don't want
I never let 'em know too much
Hate gettin' too emotional, yeah

[Chorus]
I'm better off without him
I'm better off being a wild one
On the road a lot, had to keep it a thousand
So that I'm better off not being around ya
I'm better off without him
I'm better off being a wild one
On the road a lot, had to keep it a thousand
So that I'm better off not being around ya",​better off,8/17/2018,
Sweetener,https://images.genius.com/49f67bea2f0a72f8a8448c28b4964667.1000x1000x1.jpg,"[Chorus: Pharrell Williams & Ariana Grande]
There is somethin' between us, I can see it right now
Your magnetic demeanor, that’s something can't be found
I thought that I was dreamin' ’til my love came around
Now I just come on over, show you how we get down
Shawty, you can get blazed

[Verse 1: Ariana Grande]
I can't believe that you are here, I can't believe it's happening
What are the odds that you'd appear?
The universe so vast to me
Seven billion is on the Earth
Could've been anywhere, but you're here with me
Should I play Lotto? What's it worth?
I must be on, so clear to me

[Pre-Chorus: Ariana Grande]
Once I have you, I will never let you, never let you
Once I have you, I will never let you, never let you go
Never let you, never let you go
Never let you, never let you go
Never let you, never let you go
Never let you

[Chorus: Pharrell Williams & Ariana Grande]
There is somethin’ between us, I can see it right now
Your magnetic demeanor, that’s something can't be found
I thought that I was dreamin’ 'til my love came around
Now I just come on over, show you how we get down
Shawty, you can get blazed

[Verse 2: Ariana Grande]
Look at you, love, you are the same
You have a light you cannot hide
Yes, you may have a different face
But your soul is the same inside
I don't care who is listening
'Cause they be making fun of this on TV
They wouldn’t laugh if they were inside my past life
With you and they were me

[Pre-Chorus: Ariana Grande]
Once I have you, I will never let you, never let you
Once I have you, I will never let you, never let you go
Never let you, never let you go
Never let you, never let you go, oh
Never let you, never let you go, yeah
Never let you

[Bridge: Pharrell Williams & Ariana Grande]
Don't think that it cannot happen, 'cause it can
Shawty, you can get blazed
Sleep if you want, and wake up in love again
Shawty, you can get blazed

[Outro: Ariana Grande & Pharrell Williams]
Once I have you, I will never let you, never let you
Once I have you, I will never let you, never let you go
(Shawty, you can get blazed)
Never let you, never let you go
Never let you, never let you go
Never let you, never let you go
Never let you",​blazed,8/17/2018,
"thank u, next",https://images.genius.com/ec2bf95bcb40e436cf8ca6c358afaf44.1000x1000x1.jpg,"[Intro: Marjorie Grande]
Because I'm trying to do the best I can
And they can't find something to satisfy me, ugh

[Verse 1: Ariana Grande]
Mmm, yeah, yuh
Even though you're bad for me, I know
You're the one that I'm thinkin'
Got me feelin' so incredible
Would you mind maybe linkin'?

[Pre-Chorus: Ariana Grande]
Love me, love me, baby
Are you down? Can you let me know?
Love me, thank you, leave me
Put it down, then it's time to go
Get it like you love me
But you don't, boy, it's just for show
Take it or leave it, you gotta take it or leave it like uh

[Chorus: Ariana Grande]
Don't want you in my bloodline, yeah
Just wanna have a good time, yeah
And no need to apologize, no
But you gon' have to let this shit go
Don't want you in my bloodline, yeah
Not tryna make you all mine, yeah
And no need to apologize, no
But you gon' have to let this shit go, yeah

[Post-Chorus: Ariana Grande]
Yeah-eh-eh
Yeah-eh
Yeah, yeah, yuh

[Verse 2: Ariana Grande]
No, we won't be talking the next day
I ain't got nothin' to say (Yeah, nah)
I ain't lookin' for my one true love
Yeah, that ship sailed away

[Pre-Chorus: Ariana Grande]
Love me, love me, baby
Are you down? Can you let me know?
Love me, thank you, leave me
Put it down, then it's time to go
Get it like you love me
But you don't, boy, it's just for show
Take it or leave it, you gotta take it or leave it like uh

[Chorus: Ariana Grande]
Don't want you in my bloodline, yeah
Just wanna have a good time, yeah
And no need to apologize, no
But you gon' have to let this shit go
Don't want you in my bloodline, yeah (Don't want you in my)
Not tryna make you all mine, yeah (Not tryna make you)
And no need to apologize, no (And no need to, yeah)
But you gon' have to let this shit go, yeah

[Post-Chorus: Ariana Grande]
Oh, yeah
Yeah-eh-eh
Yeah-eh
Yeah, yeah, yeah

[Bridge: Ariana Grande]
Say I know what you want, what you want from me
I know what you think, what you think you see (So what you think)
I know what you looking for, but I'm complete (Yee)
I know what you need, but it won't be me
I know what you want, what you want from me
I know what you think, what you think you see
I know what you looking for, but I'm complete
I know what you need, but it won't be me (But it won't be me)

[Chorus: Ariana Grande]
Don't want you in my bloodline, yeah (Don't want you in my bloodline)
Just wanna have a good time, yeah (Just tryna have a good time)
And no need to apologize, no (No)
But you gon' have to let this shit go (Yeah, yeah)
Don't want you in my bloodline, yeah
Not tryna make you all mine, yeah
And no need to apologize, no
But you gon' have to let this shit go, yeah

[Post-Chorus: Ariana Grande]
Woo
Yeah-eh-eh, yeah
Yeah, yeah, yeah
Yeah-eh-eh
Yeah, yeah, yeah
Yeah, yeah yeah",​bloodline,2/8/2019,22
Sweetener,https://images.genius.com/49f67bea2f0a72f8a8448c28b4964667.1000x1000x1.jpg,"[Chorus: Ariana Grande & Missy Elliott]
Let's go!
Baby, I just want you to be mine
Won’t you give me a bit of your time? Oh, whoa
Chasin' you, no, I won't stop tryin’
Just meet me at the borderline (Exclusive)

[Verse 1: Ariana Grande]
You play hard-to-get
But I know you want me, too
Ain't out here looking for other dudes
So I'ma keep it tight for you

[Pre-Chorus: Ariana Grande]
You know I'm the wifey type, babe
You know I be one of a kind, oh whoa
Once you tastin' my ice cream, I bet you won't ever leave
I know it's hard to believe
Boy, you got me all on my knees
(Light it up, though, light it up, though)
Quit playin' too hard for me
(Light it up, though, light it up, though)
Stop playing, too hard for me

[Chorus: Ariana Grande]
Baby, I just want you to be mine
Won’t you give me a bit of your time? Oh, whoa
Chasin’ you, no, I won't stop tryin’
Just meet me at the borderline

[Verse 2: Ariana Grande]
Seems like I'm coming on strong
But I don't want this time to pass
I know you got a lot of chicks hollerin' at you
But I bet they cannot last

[Pre-Chorus: Ariana Grande]
You know I’m the wifey type, babe
You know I be one of a kind, oh whoa (Let's go)
Once you tastin' my ice cream, I bet you won't ever leave
I know it's hard to believe
Boy, you got me all on my knees
(Light it up, though, light it up, though)
Quit playin' too hard for me
(Light it up, though, light it up, though)
Stop playing, too hard for me

[Chorus: Ariana Grande]
Baby, I just want you to be mine
Won't you give me a bit of your time? Oh, whoa
Chasin' you, no, I won't stop tryin'
Just meet me at the borderline

[Verse 3: Missy Elliott]
Uh, I'm like, you got me so on a chase
Got me feeling so out of place
Think 'bout you all of my days
Wish you'd chew on me like fresh grapes
Not tryna cuff you or crowd your space
I'm tryna find cute words just to say
""Dang, you fine, and look at that face""
At the borderline, beside me, you lay

[Chorus: Ariana Grande]
Baby, I just want you to be mine
Won't you give me a bit of your time? Oh, whoa
Chasin' you, no, I won't stop tryin'
Just meet me at the borderline",​borderline,8/17/2018,
"thank u, next",https://images.genius.com/ec2bf95bcb40e436cf8ca6c358afaf44.1000x1000x1.jpg,"[Verse 1]
You got me some type of way (Hmm)
Ain't used to feelin' this way (Mmm-mmm)
I do not know what to say (Yeah, yeah)
But I know I shouldn't think about it
Took one fuckin' look at your face (Hmm)
Now I wanna know how you taste (Mmm-mmm)
Usually don't give it away (Yeah, yeah)
But you know I'm out here thinkin' 'bout it

[Pre-Chorus]
Then I realize she's right there
And I'm at home like, ""Damn, this ain't fair""

[Chorus]
Break up with your girlfriend (Girlfriend)
Yeah, yeah, 'cause I'm bored
You could hit it in the mornin' (Mornin')
Yeah, yeah, like it's yours
I know it ain't right
But I don't care (Care)
Break up with your girlfriend (Girlfriend)
Yeah, yeah, 'cause I'm bored

[Verse 2]
This shit always happen to me (Yeah)
Why can't we just play for keeps? (Mmm-mmm)
Practically on my knees (Yeah, yeah)
But I know I shouldn't think about it
You know what you're doin' to me
You're singin' my songs in the streets, yeah, yeah
Actin' all innocent, please
When I know you out here thinkin' 'bout it

[Pre-Chorus]
Then you realize she's right there (Yeah)
And you're at home like, ""Damn, she can't compare""

[Chorus]
Break up with your girlfriend (Girlfriend)
Yeah, yeah, 'cause I'm bored
You could hit it in the mornin' (In the mornin')
Yeah, yeah, like it's yours
I know it ain't right
But I don't care (I don't care, yee)
Break up with your girlfriend (With your girlfriend)
Yeah, yeah, 'cause I'm bored

[Post-Chorus]
With your girlfriend, girlfriend, girlfriend, girlfriend
With your girlfriend
With your girlfriend, girlfriend, girlfriend, girlfriend

[Bridge]
You could say I'm hatin' if you want to
But I only hate on her 'cause I want you
Say I'm trippin' if you feel like
But you without me ain't right (Ain't right)
You could call me crazy 'cause I want you
And I never even ever fuckin' met you
Say I'm trippin' and it ain't right
But you without me ain't nice (Ain't nice, yeah)

[Chorus]
Break up with your girlfriend (With your girlfriend)
Yeah, yeah, 'cause I'm bored
You could hit it in the mornin' (Hit in the mornin', yeah, yeah, yeah)
Yeah, yeah, like it's yours
I know it ain't right
But I don't care (Care, yeah)
Break up with your girlfriend (With your girlfriend)
Yeah, yeah, 'cause I'm bored

[Post-Chorus]
With your girlfriend, girlfriend, girlfriend, baby, girlfriend
With your girlfriend
With your girlfriend, girlfriend, girlfriend, girlfriend
With your girlfriend","​break up with your girlfriend, i'm bored",2/8/2019,2
Sweetener,https://images.genius.com/49f67bea2f0a72f8a8448c28b4964667.1000x1000x1.jpg,"[Intro]
Back to you, back to you, back to you
Back to you, back to you, back to you
I go back to you, back to you, back to you every time

[Verse 1]
I get tired of your no-shows
You get tired of my control (Yuh)
They keep telling me to let go
But I don't really let go when I say so (Yuh, yuh)
I keep giving people blank stares (Yeah)
I'm so different when you're not there (Yuh)
It's like something out of Shakespeare
Because I'm really not here when you're not there

[Pre-Chorus]
I've tried to fight our energy
But every time I think I'm free (Yeah)

[Chorus]
You get high and call on the regular
I get weak and fall like a teenager
Why, oh why does God keep bringing me back to you?
I get drunk, pretend that I'm over it
Self-destruct, show up like an idiot
Why, oh why does God keep bringing me back to you?

[Post-Chorus]
I go back to you, back to you, back to you
Back to you, back to you, back to you
I go back to you, back to you, back to you every time

[Verse 2]
Just when I get on a new wave (Yuh)
Boy, you look at me and I slip outta my lace
They keep calling me a head-case
'Cause I can't make a good case why we can't change

[Pre-Chorus]
I've tried to fight our energy
But every time I think I'm free (Yeah)

[Chorus]
You get high and call on the regular
I get weak and fall like a teenager
Why, oh why does God keep bringing me (Mmm) back to you?
(Back to you, baby)
I get drunk, pretend that I'm over it
Self-destruct, show up like an idiot
Why, oh why does God keep bringing me back to you?

[Post-Chorus]
I go back to you, back to you, back to you (I go back to you)
Back to you, back to you, back to you (Back to you)
I go back to you, back to you, back to you every time (I go)
I go back to you, back to you, back to you (Yeah)
Back to you, back to you, back to you
I go back to you, back to you, back to you every time",​everytime,8/17/2018,62
"thank u, next",https://images.genius.com/ec2bf95bcb40e436cf8ca6c358afaf44.1000x1000x1.jpg,"[Intro: Wendy Rene]
After laughter comes tears
After laughter comes tears

[Verse 1]
Another night, another party, sayin' hi to everybody
I’m sorry, it's time to leave, I gotta leave now
Got somewhere I gotta be now, I'm starving
Can somebody walk me to my car?
If I go alone, I’m not gon' make it very far
I'm happy for the love and all of the above
If I'm being honest, I done been through way too much

[Pre-Chorus]
I can't fake another smile
I can't fake like I'm alright
Woo, ah (Woo, ah)
And I won't say I’m feeling fine
After what I been through, I can’t lie
Woo, ah (Woo, ah)

[Chorus]
Fuck a fake smile, smile
Fuck a fake smile, fake smile

[Verse 2]
I read the things they write about me
Hear what they're sayin’ on the TV, it's crazy
It's gettin' hard for them to shock me
But every now and then, it’s shocking, don't blame me
I know it's the life that I chose
But baby, I'm grateful, I want you to know
I'm happy for the love and all of the above
If I'm being honest, I done been through way too much

[Pre-Chorus]
I can't fake another smile
I can't fake like I'm alright
Woo, ah (Woo, ah)
And I won't say I'm feeling fine
After what I been through, I can't lie
Woo, ah (Woo, ah)

[Chorus]
Fuck a fake smile, smile
Fuck a fake smile, fake smile

[Bridge]
If I'm hurt, I ain't gon' lie about it
Arms crossed with the attitude, lips pouted
If I'm mad, I ain't gon' lie about it
Neck roll with the attitude, yuh
If I'm hurt, I ain't gon' lie about it
Arms crossed with the attitude, lips pouted
If I'm mad, I ain't gon' lie about it
Neck roll with the attitude, yuh

[Pre-Chorus]
I can't fake another smile (And I can't fake)
I can't fake like I'm alright (No smile)
Woo, ah (Woo, ah) (Ooh)
And I won't say I'm feeling fine (I'm feeling fine)
After what I been through, I can't lie
Woo, ah (Woo, ah)

[Chorus]
Fuck a fake smile, smile
Fuck a fake smile, fake smile (Yeah)",​fake smile,2/8/2019,26
Sweetener,https://images.genius.com/49f67bea2f0a72f8a8448c28b4964667.1000x1000x1.jpg,"[Intro]
You can feel it, feel it
Yeah, yeah

[Verse 1]
They say my system is overloaded
(Girl, what’s wrong with you? Come back down)
I'm too much in my head, did you notice?
(Girl, what’s wrong with you? Come back down)
My body's here on Earth, but I'm floating
(Girl, what’s wrong with you? Come back down)
Disconnected, so sometimes, I feel frozen and alone

[Chorus]
This is for everybody
Babe, you gotta take care of your body, yuh yuh
Ain't no time to deny it, that is why we talking about it
Yeah, we talking about it
To deal with it, don't try to get by it
Ain't no time to deny it
So we had to sit down and just write it

[Verse 2]
Want you to get better (Woo!)
My life is so controlled by the what-ifs
(Girl, what’s wrong with you? Come back down)
Is there anybody else whose mind does this, mmm?
(Girl, what’s wrong with you? Come back down)
Down, down, down, down
Is there such a ladder to get above this?
(Down, down, down, down, down, down, down, down)
(Girl, what’s wrong with you? Come back down)
Maybe I should ground myself where the mud is
Before I'm gone

[Chorus]
This is for everybody
Babe, you gotta take care of your body, yuh yuh
Ain't no time to deny it, that is why we talking about it
Yeah, we talking about it
To deal with it, don't try to get by it
Ain't no time to deny it
So we had to sit down and just write it

[Bridge]
You can work your way to the top
(You can feel it, feel it, woo)
Just know that there’s up and downs and there's drops
(You can feel it, feel it, woo)
Unfollow fear and just say ""You are blocked""
(You can feel it, feel it, yuh)
Just know there is so much room at the top
(You can feel it, feel it, yuh)

[Refrain]
Well here's one thing you can trust, yuh
It take you and me to make us
One of those days you had enough, I'll be there, yuh yuh yuh
'Cause if it ain't one thing, it's another
When you need someone to pull you out the bubble
I'll be right there just to hug you, I'll be there
Where are you? Are you home? Call me right on the phone
I'll be there, yeah, I'll be there
I don't care who is gone, you shouldn't be alone
I'll be there, there

[Bridge]
You can work your way to the top (Woo!)
(You can feel it, feel it, woo)
(I'm with you, I'm with you, I'm with you, just call me
I'm with you, I'm with you)
Just know that there’s up and downs and there's drops
(You can feel it, feel it babe)
(I'm with you, I'm with you, I'm with you, just call me
I'm with you, I'm with you)
Unfollow fear and just say ""you are blocked""
(You can feel it, feel it, yuh)
(I'm with you, I'm with you, I'm with you, just call me
I'm with you, I'm with you)
Just know there is so much room at the top
(You can feel it, feel it, yeh)
(I'm with you, I'm with you, I'm with you, just call me
No matter the issue)
No matter what, uh uh uh

[Refrain]
Here's one thing you can trust, yuh
It take you and me to make us
One of those days you had enough, I'll be there, I'll be there
'Cause if it ain't one thing, it's another
If you need someone to pull you out the bubble
I'll be right there just to hug you, I'll be there
Where are you? Are you home? Call me right on the phone
I'll be there, yeah, I'll be there, I'll be there
I don't care who is gone, you shouldn't be alone
I'll be there, ooh, there

[Outro]
You can work your way to the top
(You can feel it, feel it)",​get well soon,8/17/2018,
"thank u, next",https://images.genius.com/ec2bf95bcb40e436cf8ca6c358afaf44.1000x1000x1.jpg,"[Verse 1]
I know you hear me when I cry
I try to hold it in at night
While you're sleeping next to me
But it's your arms that I need this time (This time)
Look at the cards that we've been dealt
If you were anybody else
Probably wouldn't last a day
Every tear's a rain parade from hell (From hell)

[Pre-Chorus]
Baby, you do it so well
You been so understanding, you been so good
And I'm puttin' you through more than one ever should
And I'm hating myself 'cause you don't want to
Admit that it hurts you

[Chorus]
I know that it breaks your heart when I cry again
Over him, mmh
I know that it breaks your heart when I cry again
'Stead of ghostin' him

[Post-Chorus]
We'll get through this, we'll get past this, I'm a girl with
A whole lot of baggage
But I love you, we'll get past this, I'm a girl with
A whole lot of baggage, oh yeah

[Verse 2]
Though I wish he were here instead
Don't want that living in your head
He just comes to visit me
When I'm dreaming every now and then (And then)
And after all that we been through (And after all that we been through)
There's so much to look forward to
What was done and what was said
Leave it all here in this bed with you (With you)

[Pre-Chorus]
Baby, you do it so well
You been so understanding, you been so good
And I'm puttin' you through more than one ever should
And I'm hating myself 'cause you don't want to
Admit that it hurts you, baby

[Chorus]
I know that it breaks your heart when I cry again
Over him, mmh
I know that it breaks your heart when I cry again
'Stead of ghostin' him

[Post-Chorus]
We'll get through this, we'll get past this, I'm a girl with (Girl with)
A whole lot of baggage
But I love you (Love you), we'll get past this (Past this)
I'm a girl with a whole lot of baggage, yeah yeah",​ghostin,2/8/2019,25
Sweetener,https://images.genius.com/4ce400230c1a7c341bd83d8b5c5f8772.1000x1000x1.jpg,"[Chorus]
You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feelin' that you can't fight, my one
It lingers when we're done
You'll believe God is a woman

[Verse 1]
I don't wanna waste no time, yeah
You ain't got a one-track mind, yeah
Have it any way you like, yeah
And I can tell that you know I know how I want it
Ain't nobody else can relate
Boy, I like that you ain't afraid
Baby, lay me down and let's pray
I'm tellin' you the way I like it, how I want it

[Pre-Chorus]
(Yeah) And I can be all the things you told me not to be
(Yeah) When you try to come for me, I keep on flourishing
(Yeah) And he see the universe when I'm the company
It's all in me

[Chorus]
You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feelin' that you can't fight, my one
It lingers when we're done
You'll believe God is a woman

[Verse 2]
(Yeah)
I tell you all the things you should know
So baby, take my hands, save your soul
We can make it last, take it slow, hmm
And I can tell that you know I know how I want it, yeah
But you're different from the rest
And boy, if you confess, you might get blessed
See if you deserve what comes next
I'm tellin' you the way I like it, how I want it

[Pre-Chorus]
(Yeah) And I can be all the things you told me not to be
(Yeah) When you try to come for me, I keep on flourishing
(Yeah) And he see the universe when I'm the company
It's all in me

[Chorus]
You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feelin' that you can't fight, my one
It lingers when we're done
You'll believe God is a woman

[Outro]
Yeah, yeah
(God is a woman)
Yeah, yeah
(God is a woman, yeah)
My one
(One)
When all is said and done
You'll believe God is a woman
You'll believe God
(God is a woman)
Oh, yeah
(God is a woman, yeah)
(One)
It lingers when we're done
You'll believe God is a woman",​God is a woman,7/13/2018,8
Sweetener,https://images.genius.com/49f67bea2f0a72f8a8448c28b4964667.1000x1000x1.jpg,"[Verse]
Tell me why you gotta look at me that way
You know what it does to me
So baby, what you tryna say? Ayy
Lately, all I want is you on top of me
You know where your hands should be
So baby, won't you come show me? Mmm
I got you, I got you dreamin'
You close your eyes and you're screamin'
Play with your mind for no reason
I know you love how I tease it
You know that I'm playin', so don't be mistaken
You already know what I'm thinkin', boy

[Chorus]
Oh, why'd you have to be so cute?
It's impossible to ignore you, ah
Why must you make me laugh so much?
It's bad enough we get along so well
Just say goodnight and go
Oh, oh, oh
Just say goodnight and go
Oh, oh, oh
Just say goodnight and go

[Bridge]
One of these days
You'll miss your train and come stay with me
(It's always say goodnight and go)
We'll have drinks and talk about things
And any excuse to stay awake with you
And you'd sleep here, I'd sleep there
But then the heating may be down again
(At my convenience)
We'd be good, we'd be great together

[Chorus]
Why'd you have to be so cute?
It's impossible to ignore you, ah
Why must you make me laugh so much?
It's bad enough we get along so well
Just say goodnight and go
Oh, oh, oh
Just say goodnight and go
Oh, oh, oh

[Post-Chorus]
I know how you want it, baby, just like this
Know you're thinkin' 'bout it, baby, just one kiss
While you're lookin' at 'em, baby, read my lips
I know what you want, but you can't have this

[Outro]
Wanna say goodnight
Honey, say goodnight and go
Wanna say goodnight
Baby, say goodnight and go
Wanna say goodnight
Say goodnight and go",​goodnight n go,8/17/2018,87
"thank u, next",https://images.genius.com/d21defa1967cb3177818653cb392389c.1000x1000x1.jpg,"[Verse 1]
Step up, the two of us, nobody knows us
Get in the car like, ""Skrrt""
Staying up all night, order me pad thai
Then we gon' sleep 'til noon
Me with no makeup, you in the bathtub
Bubbles and bubbly, ooh
This is a pleasure, feel like we never act this regular

[Pre-Chorus]
Click, click, click and post
Drip-drip-dripped in gold
Quick, quick, quick, let's go
Kiss me and take off your clothes

[Chorus]
Imagine a world like that
Imagine a world like that
We go like up 'til I'm 'sleep on your chest
Love how my face fits so good in your neck
Why can't you imagine a world like that?
Imagine a world

[Verse 2]
Knew you were perfect after the first kiss
Took a deep breath like, ""Ooh""
Feels like forever, baby, I never thought that it would be you
Tell me your secrets, all of the creep shit
That's how I know it's true
Baby, direct it, name in the credits
Like the movies do

[Pre-Chorus]
Click, click, click and post
Drip-drip-dripped in gold
Quick, quick, quick, let's go
Kiss me and take off your clothes

[Chorus]
Imagine a world like that
Imagine a world like that
We go like up 'til I'm 'sleep on your chest
Love how my face fits so good in your neck
Why can't you imagine a world like that?
Imagine a world

[Outro]
Can you imagine it?
Can you imagine it?
Can you imagine it?
Can you imagine it?
Can you imagine it? (Can you imagine?)
Can you imagine it? (Can you imagine?)
Can you imagine it? (Can you imagine?)
Ooh, imagine it (Can you imagine?)
Imagine it, imagine it
Imagine it, imagine it
Imagine, imagine
Imagine, imagine
Imagine, imagine",​imagine,12/14/2018,21
